-1.64,-1990358.0
-2.11,-1389660.0
-2.1,-1918043.0
-1.61,-1038278.0
-1.62,-10104778.0
-2.11,-1701540.0
-2.14,-1019272.0
-2.08,-2054300.0
-1.64,-9113048.0
-2.14,-644057.0
-1.61,-1049620.0
-1.61,-987196.0
-1.62,-1963200.0
-1.61,-1265118.0
-1.61,-663830.0
-1.61,-1573388.0
-1.61,-1155464.0
-1.62,-2446980.0
-1.62,-2416658.0
-1.61,-967186.0
-1.61,-704318.0
-1.61,-1344196.0
-1.61,-2147308.0
-1.61,-46523568.0
-1.61,-500434.0
-1.62,-1180486.0
-1.61,-1918436.0
-1.62,-1199094.0
-1.62,-1674723.0
-1.62,-3201019.0
-1.62,-2694216.0
-1.62,-1458377.0
-1.61,-2838988.0
-1.61,-734111.0
-1.62,-22108160.0
-1.62,-1405527.0
-1.61,-654031.0
-1.62,-2191952.0
-1.61,-2598796.0
-1.62,-2857108.0
-1.62,-1566826.0
-1.61,-663830.0
-1.61,-1688812.0
-1.61,-598828.0
-1.62,-944426.0
-1.62,-1651407.0
-1.61,-567274.0
-1.62,-2295709.0
-1.62,-1370012.0
-1.61,-985400.0
-1.62,-1434167.0
-1.61,-614560.0
-1.62,-1330034.0
-1.61,-1464316.0
-1.62,-1391323.0
-1.62,-1162606.0
-1.61,-1301065.0
-1.62,-980373.0
-1.62,-28719104.0
-1.61,-1302828.0
-1.62,-1276191.0
-1.61,-1298668.0
-1.62,-545530.0
-1.62,-580287.0
-1.61,-760505.0
-1.62,-1432956.0
-1.61,-1374636.0
-1.62,-1254855.0
-1.61,-911214.0
-1.62,-897402.0
-1.62,-1513501.0
-1.61,-1287964.0
-1.61,-427786.0
-1.62,-474135.0
-1.61,-1036214.0
-1.62,-1515853.0
-1.62,-1036214.0
-1.61,-895655.0
-1.62,-1261848.0
-1.62,-1288894.0
-1.62,-1545787.0
-1.62,-1888292.0
-1.61,-1405205.0
-1.62,-873236.0
-1.62,-1010521.0
-1.62,-1686114.0
-1.61,-803254.0
-1.62,-1891171.0
-1.61,-333901.0
-1.61,-370739.0
-1.62,-1527379.0
-1.61,-1488132.0
-1.61,-333901.0
-1.62,-998969.0
-1.62,-858935.0
-1.62,-1527379.0
-1.61,-427928.0
-1.62,-1548125.0
-1.61,-1474201.0
-1.61,-931959.0
-1.62,-1691950.0
-1.61,-1492765.0
-1.61,-1245096.0
-1.62,-1467356.0
-1.62,-818982.0
-1.62,-1527379.0
-1.61,-470381.0
-1.61,-1527391.0
-1.62,-588998.0
-1.61,-1177197.0
-1.62,-1713210.0
-1.62,-1265257.0
-1.61,-1548125.0
-1.62,-505047.0
-1.61,-470444.0
-1.61,-476661.0
-2.43,-1220029.0
-1.61,-1402556.0
-2.08,-2139260.0
-2.43,-1356713.0
-2.43,-589057.0
-1.61,-1404642.0
-2.43,-653292.0
-1.61,-522782.0
-2.11,-803143.0
-1.62,-1962798.0
-1.61,-1801527.0
-1.62,-1997188.0
-1.61,-469213.0
-1.62,-1131024.0
-1.62,-677614.0
-1.61,-782227.0
-1.61,-505047.0
-1.62,-570983.0
-1.62,-1812289.0
-1.62,-2183689.0
-1.61,-333901.0
-1.62,-613452.0
-1.62,-522427.0
-1.61,-452908.0
-1.61,-470523.0
-1.61,-387421.0
-1.62,-449291.0
-1.61,-1158262.0
-1.61,-442059.0
-1.61,-560534.0
-1.62,-503566.0
-1.62,-573371.0
-1.61,-3324412.0
-1.61,-561684.0
-1.61,-393194.0
-1.62,-2183689.0
-1.61,-678576.0
-1.61,-393194.0
-1.61,-5997789.0
-1.61,-2168869.0
-1.62,-2408787.0
-1.61,-557748.0
-1.61,-536389.0
-1.62,-614692.0
