3547.21,-1990358.0
2830.19,-1389660.0
3045.44,-1918043.0
3574.24,-1038278.0
3569.66,-10104778.0
2830.19,-1701540.0
2810.6,-1019272.0
3501.04,-2054300.0
3547.21,-9113048.0
2810.6,-644057.0
3569.66,-847692.0
3574.24,-2832012.0
3569.66,-4774808.0
3574.24,-2984044.0
3569.66,-1145392.0
3569.66,-938662.0
3569.66,-1866360.0
3574.24,-758500.0
3574.24,-938662.0
3574.24,-1283416.0
3574.24,-847758.0
3574.24,-732702.0
3574.24,-847692.0
3569.66,-687982.0
3574.24,-1316070.0
3574.24,-829526.0
3569.66,-790638.0
3569.66,-759420.0
3574.24,-767470.0
3574.24,-592518.0
3569.66,-722258.0
3574.24,-557916.0
3574.24,-687982.0
3569.66,-1672108.0
3569.66,-691352.0
3569.66,-826070.0
3574.24,-678796.0
3574.24,-653286.0
3569.66,-649532.0
3574.24,-751134.0
3574.24,-718916.0
3569.66,-691470.0
3574.24,-674226.0
3574.24,-750086.0
3574.24,-1379076.0
3574.24,-706318.0
3569.66,-729360.0
3574.24,-676341.0
3574.24,-476574.0
3569.66,-1787340.0
3574.24,-536960.0
3569.66,-615948.0
3574.24,-789087.0
3574.24,-641709.0
3569.66,-547894.0
3574.24,-718996.0
3569.66,-453008.0
3574.24,-616052.0
3569.66,-614796.0
3569.66,-757118.0
3569.66,-486243.0
3574.24,-544362.0
3574.24,-1324556.0
3569.66,-462993.0
3569.66,-486560.0
3569.66,-471592.0
3574.24,-717755.0
3574.24,-554824.0
3569.66,-1305142.0
3569.66,-1215264.0
3569.66,-469079.0
3574.24,-557680.0
3569.66,-1336732.0
3569.66,-1567798.0
3574.24,-761586.0
3569.66,-507066.0
3574.24,-581356.0
3574.24,-427747.0
3569.66,-582497.0
3574.24,-1305288.0
3569.66,-462993.0
3574.24,-1255944.0
3574.24,-1242301.0
3574.24,-648384.0
3574.24,-505047.0
3569.66,-462993.0
3574.24,-534570.0
3574.24,-470381.0
3574.24,-1279111.0
3574.24,-1423980.0
3569.66,-503566.0
3574.24,-470381.0
3574.24,-616052.0
3569.66,-475336.0
3574.24,-703848.0
3547.21,-462926.0
3574.24,-546970.0
3547.21,-1444972.0
3569.66,-471592.0
3574.24,-507240.0
3574.24,-507206.0
3574.24,-559393.0
3574.24,-441019.0
3569.66,-525993.0
3574.24,-792764.0
3574.24,-507294.0
3574.24,-427857.0
3574.24,-814541.0
3574.24,-761747.0
3574.24,-1036214.0
3574.24,-506140.0
3574.24,-1036214.0
3574.24,-475428.0
3574.24,-462674.0
3574.24,-726971.0
3574.24,-504804.0
3574.24,-1155469.0
3574.24,-773118.0
3574.24,-470350.0
3574.24,-631631.0
3574.24,-504712.0
3547.21,-554448.0
3574.24,-756982.0
3569.66,-741999.0
3574.24,-614560.0
3574.24,-427999.0
3501.04,-484192.0
3547.21,-653202.0
3574.24,-528852.0
3547.21,-1507767.0
2404.9,-897331.0
3045.44,-470350.0
2404.9,-750242.0
2404.9,-897331.0
3574.24,-450650.0
3574.24,-470381.0
3574.24,-1036214.0
3574.24,-472410.0
3574.24,-862149.0
3574.24,-393194.0
3574.24,-427928.0
3574.24,-1081718.0
3574.24,-431782.0
3574.24,-816446.0
3574.24,-440915.0
3574.24,-376498.0
2810.6,-440940.0
3574.24,-563158.0
3569.66,-437045.0
3574.24,-427747.0
3574.24,-387990.0
3574.24,-1136374.0
3574.24,-427857.0
3574.24,-371329.0
3574.24,-1557804.0
3574.24,-389134.0
3574.24,-470381.0
3574.24,-427999.0
3547.21,-524753.0
3574.24,-1105334.0
