192.0,-1990358.0
191.88,-1389660.0
191.95,-1918043.0
192.04,-1038278.0
192.0,-10104778.0
191.88,-1701540.0
191.84,-1019272.0
191.97,-2054300.0
192.0,-9113048.0
191.84,-644057.0
192.04,-1038166.0
192.04,-3315372.0
192.04,-1591093.0
192.04,-2832012.0
192.04,-3340492.0
192.04,-1199830.0
192.04,-3189676.0
192.04,-1277020.0
192.04,-2310540.0
192.04,-908068.0
192.04,-700520.0
192.04,-998868.0
192.04,-564813.0
192.04,-907976.0
192.04,-3392890.0
192.04,-539061.0
192.04,-1572556.0
192.04,-541299.0
192.04,-567182.0
192.04,-1629340.0
192.04,-544390.0
192.04,-545530.0
192.04,-585755.0
192.04,-1154988.0
192.04,-564813.0
192.04,-633757.0
192.04,-462737.0
192.04,-677408.0
192.04,-545632.0
192.04,-536921.0
192.04,-665984.0
192.04,-521612.0
192.04,-462926.0
192.04,-855282.0
192.04,-569379.0
192.04,-874644.0
192.0,-1702998.0
192.04,-730460.0
192.04,-453034.0
192.04,-962942.0
192.04,-963826.0
192.04,-973250.0
192.04,-886464.0
192.04,-461486.0
192.04,-714476.0
192.04,-534739.0
192.04,-572812.0
192.04,-668945.0
192.04,-497358.0
192.04,-655560.0
192.04,-618692.0
192.04,-443342.0
192.04,-682567.0
192.04,-1317605.0
192.04,-476493.0
192.04,-703976.0
192.04,-561992.0
192.04,-580287.0
192.04,-684596.0
192.04,-930211.0
192.04,-560844.0
191.97,-810361.0
192.04,-560716.0
192.04,-668945.0
192.04,-658586.0
192.04,-560828.0
192.04,-530185.0
192.04,-442244.0
192.04,-538146.0
192.04,-450615.0
192.04,-525913.0
192.04,-526199.0
192.04,-449256.0
192.04,-443211.0
192.04,-541236.0
192.04,-476493.0
192.04,-443184.0
192.04,-526233.0
192.04,-493798.0
192.04,-370756.0
192.04,-560750.0
192.04,-609790.0
192.04,-442244.0
192.04,-439446.0
192.04,-596917.0
192.04,-440782.0
192.04,-530027.0
192.04,-427999.0
192.04,-442086.0
192.04,-566743.0
192.04,-393351.0
192.04,-474147.0
192.04,-504960.0
192.04,-474467.0
192.04,-375929.0
192.04,-371889.0
192.04,-535723.0
192.04,-474285.0
192.04,-474467.0
192.04,-479402.0
191.95,-443069.0
192.04,-371311.0
192.04,-470381.0
192.04,-644419.0
192.04,-1557804.0
192.04,-371870.0
192.04,-371889.0
192.0,-333901.0
192.04,-431197.0
192.04,-1763468.0
192.04,-371870.0
192.04,-524944.0
192.04,-426577.0
192.04,-371870.0
192.04,-536397.0
192.04,-371329.0
192.04,-371311.0
192.04,-425998.0
192.04,-382245.0
192.04,-1036214.0
192.04,-370756.0
192.04,-370722.0
192.04,-431197.0
192.04,-618772.0
192.04,-470350.0
192.04,-371329.0
192.04,-431782.0
192.04,-389134.0
192.04,-1024822.0
192.04,-377071.0
192.04,-371329.0
192.04,-389134.0
192.04,-1572556.0
191.62,-668945.0
192.04,-389165.0
192.04,-389134.0
192.04,-370756.0
192.04,-432958.0
192.04,-504913.0
192.04,-1212902.0
192.04,-431782.0
192.04,-370756.0
192.04,-528432.0
192.04,-371311.0
192.04,-566233.0
192.04,-389134.0
191.8,-555762.0
192.04,-578536.0
192.04,-582112.0
192.04,-371311.0
