uid,score,acc
2701,-162.3441234,20.83153951
2471,-162.3446389,22.53462149
3881,-162.3460649,24.15604325
2615,-162.3461439,23.87966742
2826,-162.3482318,23.714837
2696,-162.3482564,8.626135571
2957,-162.3485121,25.20708257
2473,-162.3492858,16.557907
2664,-162.3493314,9.094422334
1704,-162.3496959,15.43811607
3721,-162.3501655,23.99253126
2891,-162.3508452,23.72205736
2154,-162.3511179,8.418645547
2171,-162.3524857,25.20708257
1971,-162.3526854,23.84598397
1279,-162.3528083,23.82815228
3828,-162.3528938,23.0460497
3779,-162.3529996,23.77115854
3990,-162.3534929,23.0161762
3251,-162.3539271,24.70908534
3975,-162.3563083,24.67132867
2216,-162.3568554,8.993673837
2680,-162.3575717,23.10951833
3730,-162.3584007,22.16625552
3960,-162.3584992,24.3498699
2877,-162.3601337,23.69941192
2940,-162.3625424,24.81900533
3057,-162.3633463,23.89237942
3724,-162.3635766,24.03319916
3974,-162.3637868,23.92383957
3250,-162.3639734,24.23886038
2906,-162.3645741,22.01103477
2477,-162.364599,21.95331128
3635,-162.3647242,23.5444314
2674,-162.3647562,23.92747897
2534,-162.3649703,21.61558312
2890,-162.3657344,22.31054775
3702,-162.3657976,24.27058608
2575,-162.3660018,20.60747357
2993,-162.3663451,23.91719493
2871,-162.3670769,24.4402838
2827,-162.3670958,24.38119521
2925,-162.3677135,24.09248271
3894,-162.3677644,24.34869591
2861,-162.3686819,23.96695601
2226,-162.3687017,23.18848012
3304,-162.3690048,23.38544751
3662,-162.3691004,25.18782878
3439,-162.370844,24.27305994
2595,-162.3710272,21.9107044
3244,-162.3711773,24.4767289
2876,-162.3718954,24.81900533
2855,-162.3719241,23.34145256
3687,-162.3725502,24.58940139
3718,-162.3725512,24.24683462
3965,-162.3728586,24.81423023
4021,-162.3729232,23.34240241
3045,-162.3735147,23.27238332
3595,-162.3747218,24.32502736
2776,-162.3749431,16.67388106
3682,-162.3750206,22.09184878
2920,-162.3763405,8.626317764
2801,-162.3773161,23.04424833
1194,-162.3779893,15.46850534
3703,-162.3781533,22.97383871
1679,-162.3783347,23.48666981
2663,-162.3783498,20.77121895
3939,-162.3791204,24.69013431
3240,-162.3799122,23.80251209
3014,-162.3802196,23.06928031
3686,-162.3805709,23.59232437
3314,-162.3807241,25.05728398
3179,-162.3824967,24.62654119
2956,-162.3830494,21.53314021
3812,-162.3830996,23.35094017
2274,-162.3831864,21.01860209
1210,-162.3833093,23.24556812
1195,-162.3846867,23.2418033
2736,-162.3854405,23.27645971
2281,-162.3856374,21.23798927
2697,-162.3862449,8.418645547
3041,-162.3866569,23.73822784
2654,-162.3867164,21.90480883
3254,-162.3867629,23.62100926
3565,-162.3878788,23.59301877
3644,-162.3885069,24.73998026
4017,-162.3885358,23.42768453
3949,-162.3899275,24.72366907
3321,-162.3906028,24.65002486
4038,-162.3909559,24.67841863
2662,-162.3917269,8.886187047
2659,-162.3921748,22.15292133
2275,-162.3922132,20.97845381
3749,-162.3924312,23.94223563
4065,-162.3925463,23.8995326
3299,-162.3926471,24.98199823
2571,-162.3928603,21.16848171
2785,-162.3933964,21.46361158
3720,-162.3943554,23.98380494
3971,-162.3945975,23.67550259
2690,-162.3948102,8.139556473
2963,-162.3955098,23.52107544
2937,-162.3964576,22.6012314
3211,-162.3964695,24.13509145
4005,-162.3974617,24.28441784
2537,-162.3978153,21.56945966
2203,-162.398524,22.53846147
3016,-162.3988681,8.651663896
3210,-162.3992793,23.93617371
2789,-162.4009433,21.26720831
3182,-162.4009924,25.11392579
2600,-162.4014793,9.094422334
3030,-162.402069,23.74590549
2914,-162.4029023,22.49382088
2170,-162.4045373,22.09826558
4085,-162.4046763,24.81229297
3958,-162.4059553,24.41914933
2947,-162.4064982,22.74017509
3890,-162.4074422,24.78191392
3298,-162.4085407,24.04429281
2251,-162.408691,20.7525446
3619,-162.4087508,21.56866319
2594,-162.4090964,8.851472565
2278,-162.4124652,20.85792314
2973,-162.4129916,23.5462696
3850,-162.4140219,25.27686994
3765,-162.4140916,23.71684284
3194,-162.4144691,23.78305019
3032,-162.4146072,16.1804025
4004,-162.4157619,22.22800286
3942,-162.416227,24.64615423
3954,-162.4164292,24.78233952
2221,-162.4164707,20.95843334
3714,-162.4166048,22.0633423
3748,-162.4169025,23.42687436
1259,-162.4169257,22.99400563
3640,-162.4180818,23.84458318
3980,-162.4182391,24.36115318
2895,-162.4198919,23.68243685
2211,-162.4203475,20.8496671
3884,-162.4215543,24.10175651
3804,-162.4219081,23.84623415
2024,-162.4219473,15.77181935
2691,-162.4221787,21.33419236
2616,-162.4223057,23.10951833
2295,-162.4224742,24.62113618
3709,-162.4233382,25.46067717
3628,-162.4241316,24.46807913
3808,-162.4254419,9.340486784
3309,-162.425651,24.36095108
2668,-162.4257109,21.59410304
2230,-162.4262101,21.58424507
3948,-162.4268392,24.10175651
2717,-162.4268765,23.08489381
2800,-162.4274484,23.21529223
4034,-162.4286063,23.17918161
3970,-162.4288127,24.66614921
2658,-162.4293813,8.756484809
2951,-162.4302339,23.20711335
2830,-162.4319162,24.08851509
2685,-162.4325063,22.84695467
2215,-162.4329169,20.62142907
4035,-162.4330229,23.7416803
3659,-162.433126,25.13396454
3688,-162.4332404,23.6445239
2297,-162.4333887,23.52835563
3683,-162.4343287,23.50757275
2872,-162.4353518,22.95835072
2930,-162.4356248,24.5186353
2669,-162.4369199,20.4117976
3060,-162.436962,23.62857799
3896,-162.4373322,24.3498699
3784,-162.4377293,24.4113713
2924,-162.4379852,21.8918372
2996,-162.4387029,24.13456022
3324,-162.4405854,23.53988622
3257,-162.4409449,24.91180825
2158,-162.4411231,20.24437491
3639,-162.4412436,24.37250403
3719,-162.441467,24.78124322
2678,-162.4415492,24.55196618
3914,-162.4420337,24.6299232
3195,-162.4425203,25.41943044
2931,-162.4431184,24.19090428
3824,-162.4455482,22.07966954
2574,-162.4464828,20.40942331
3809,-162.4471194,23.18190719
3178,-162.4480165,23.99253126
3245,-162.4482279,25.25801975
3017,-162.4482663,24.07030712
2784,-162.4501665,9.268770347
3878,-162.4503029,24.58321834
3239,-162.4507365,25.38412546
2992,-162.4509814,22.6122545
3594,-162.451325,23.49338212
2910,-162.4514148,23.87873068
2953,-162.4516596,22.09826558
3725,-162.4540532,24.62654119
2804,-162.4545858,22.53360343
3900,-162.4561721,24.35516087
2675,-162.4562508,24.50326385
2921,-162.4573802,22.8009391
3782,-162.4578951,24.17950895
3855,-162.4579317,23.94355105
2665,-162.4584718,9.223969192
3689,-162.4596602,22.42929785
2639,-162.4625574,21.66875946
3033,-162.4629252,22.49593103
2611,-162.4631313,24.63891729
3708,-162.4647386,24.73998026
3303,-162.4659354,24.71952636
2694,-162.4681799,8.520881802
2155,-162.4729825,20.83153951
2301,-162.4739576,24.41531026
3261,-162.4751816,24.21426329
2291,-162.4752174,25.15377793
3891,-162.4760303,24.97358813
2764,-162.4766353,21.26442842
3198,-162.4771341,24.37868432
3854,-162.4776096,24.66433722
3955,-162.4778953,25.01880857
4041,-162.4784829,24.37868432
2980,-162.4791951,9.244379312
2232,-162.4797671,22.82894153
2721,-162.4798951,9.079527276
3622,-162.4820448,22.55039301
3021,-162.4821471,23.826411
3663,-162.4824436,24.48921566
3829,-162.4825538,25.41611877
2761,-162.4828286,20.24437491
3745,-162.4837259,23.56254254
2765,-162.4842159,21.64821861
2684,-162.4851864,23.81896187
3788,-162.4858002,23.17411069
2570,-162.4870748,8.545926517
3315,-162.4880184,25.01624534
3183,-162.489698,24.56454433
4000,-162.4898999,9.037966872
3235,-162.4917769,25.36789425
2250,-162.4925769,20.31440582
3961,-162.4928543,23.51612166
3320,-162.4937149,22.39505143
2724,-162.4937937,8.840218625
3625,-162.4947316,22.39450693
2254,-162.4972288,20.94841427
2700,-162.499978,21.56501468
2805,-162.5004429,23.36889581
2634,-162.5016951,8.53459
2620,-162.5024009,23.81896187
3981,-162.5026589,25.41943044
2284,-162.5039129,22.02110115
2894,-162.5059989,24.12299673
3318,-162.5098106,24.25861895
3618,-162.5115077,8.901699521
3020,-162.5149612,21.50621906
2601,-162.5175478,9.502381105
2758,-162.5183232,20.49948321
3945,-162.5201574,23.9586787
2255,-162.5227048,21.70367418
3015,-162.523943,23.5861455
2236,-162.5270106,23.80398649
3011,-162.5289538,23.88724755
2279,-162.5317666,20.92640948
3789,-162.531866,24.56454433
2300,-162.532655,24.72063335
2191,-162.5332348,21.41893033
2220,-162.5336566,21.21096062
2187,-162.5355324,20.39729727
2599,-162.5385936,20.53012403
3274,-162.5404143,25.78059507
3275,-162.5410238,24.83469282
3874,-162.5416067,23.86680042
2850,-162.5427819,23.95286604
2854,-162.5439722,22.99348049
3976,-162.5500142,24.92117555
3040,-162.551165,9.340486784
2760,-162.5529704,8.50454912
2190,-162.5557944,19.99093412
3214,-162.5560345,23.93686307
4069,-162.5562661,24.92936333
3044,-162.5590993,9.277693367
3305,-162.5598201,24.3614235
2598,-162.5598287,9.526594146
2210,-162.5616021,8.571876496
3919,-162.5625442,23.28102692
4045,-162.565189,23.996327
3918,-162.5659464,24.28149287
3715,-162.5667593,24.06581349
3764,-162.569493,22.49163966
2270,-162.5702227,23.03838716
2788,-162.5713623,9.413325628
2159,-162.5742051,21.64821861
2175,-162.5827222,23.826411
2237,-162.5857875,24.17789863
2941,-162.5866042,24.02717432
4064,-162.5887973,9.18236915
2737,-162.5899876,23.09599884
2231,-162.5947687,23.9340726
2472,-162.5954492,9.481023587
3279,-162.5966307,23.77452379
2759,-162.6024889,22.74996776
2725,-162.6051956,9.187371418
2294,-162.6058812,24.6769682
3278,-162.6091151,23.68956909
2214,-162.6128793,8.918380242
3056,-162.6180773,22.07966954
2952,-162.6189864,8.551700089
3977,-162.636797,23.78305019
3744,-162.6387685,8.859474357
2280,-162.6437802,9.111895561
3256,-162.6470229,25.20425343
4044,-162.6496644,22.99127846
3215,-162.6539487,23.19565311
3785,-162.6601728,25.11392579
2976,-162.660516,8.859474357
4020,-162.6605858,22.23371981
2186,-162.6647715,8.079438498
3783,-162.6763963,24.8080299
2217,-162.6922134,8.318627991
2720,-162.7225012,8.695199252
1498,-163.1106169,20.98886893
1503,-163.1436904,22.26014793
1434,-163.1629012,16.1073215
3484,-163.168606,22.94010744
1439,-163.1690385,22.45322982
1323,-163.197789,21.76864681
1502,-163.2016823,21.27045748
1499,-163.2042788,20.83189991
3418,-163.2053764,22.61418524
1339,-163.2061765,22.84622045
1886,-163.2081817,23.31612765
1435,-163.2141139,21.83046131
1458,-163.2244769,23.41689003
3419,-163.2459575,22.56538512
3355,-163.2585071,22.40503778
3538,-163.261991,23.30830325
1818,-163.2701574,22.596279
3543,-163.2726695,23.03039583
1819,-163.2770872,22.82327768
1402,-163.2773684,23.07842001
1529,-163.2796499,22.03679862
1438,-163.281096,21.15438891
1887,-163.287312,21.62198058
2455,-163.2902658,21.66495726
1342,-163.2916025,23.77436795
3423,-163.2921458,22.53715272
1390,-163.2947709,22.46559066
3480,-163.2948823,23.49609247
3422,-163.2997185,23.72169113
1486,-163.301202,23.00707314
1506,-163.3040979,21.3940754
2395,-163.3055206,21.49103804
2002,-163.3114708,23.09385481
1949,-163.3128186,22.89616339
1522,-163.3145974,23.50677527
1406,-163.3149098,24.03968317
1532,-163.3186024,23.10336656
1464,-163.3229612,23.45296395
1823,-163.3288087,23.02011957
1511,-163.329791,23.59776332
1528,-163.3319832,23.07001273
3548,-163.334459,23.60979776
1683,-163.337595,22.9521384
1449,-163.3417269,16.34020341
1687,-163.3452,21.07461604
1627,-163.3465274,22.18391767
1682,-163.3520593,16.6394619
1516,-163.3524832,23.20112332
2399,-163.3538193,22.24915447
1688,-163.3552807,16.76120344
1418,-163.3554995,15.3105164
2451,-163.3577202,22.48153503
1386,-163.3594723,16.41425349
3358,-163.3618812,23.34504085
1387,-163.362683,22.47452119
2450,-163.3628574,16.66892751
1343,-163.3632723,22.68041979
1626,-163.3675002,16.49452836
1938,-163.3677952,22.68123159
1483,-163.3679256,23.01651304
1338,-163.3686666,22.13912609
1526,-163.369197,21.75983601
2515,-163.3706964,22.67468701
2398,-163.3715615,22.47980581
1746,-163.3726308,22.16687715
1512,-163.3768096,15.51989655
3474,-163.3804054,22.57990232
1391,-163.3804613,23.27728668
2008,-163.3804696,16.12460217
3539,-163.3839399,22.35586424
1462,-163.386056,22.56696661
1883,-163.3913261,23.38378711
1407,-163.3935849,22.63718768
2007,-163.3970952,22.87157297
3542,-163.3992557,22.63415673
2013,-163.400065,22.76081091
1756,-163.401912,21.73719876
1327,-163.4021733,22.61296894
2520,-163.4061333,16.17961581
1631,-163.4073465,22.06952917
2006,-163.412253,21.68578072
1757,-163.413445,20.58232169
2521,-163.4136856,20.84872043
1326,-163.4142587,22.68974499
1469,-163.4162777,22.21211223
1942,-163.4175402,22.28791985
1510,-163.4187942,20.66954812
2461,-163.4232972,20.87811212
1459,-163.426121,24.0186465
2331,-163.4267863,21.32478757
3359,-163.4283755,22.11089029
1747,-163.4288194,22.06723081
1182,-163.4288453,21.37183555
1527,-163.4288459,22.57846904
1693,-163.4289554,20.55545845
1517,-163.4307218,21.33146694
1753,-163.4313069,21.49284903
1656,-163.4313943,22.84649139
1178,-163.4333863,16.14240831
1507,-163.4336544,22.68053968
2454,-163.4347893,16.21470059
1750,-163.4361551,21.18339583
1563,-163.4367662,22.19109395
1442,-163.4393131,16.22011389
1686,-163.4402796,16.94559573
3927,-163.4427092,23.76528223
3354,-163.4432592,23.64300619
3481,-163.4438425,22.24853415
1939,-163.4445002,23.4000347
1945,-163.4446942,22.09868777
1419,-163.4448672,23.59767957
3545,-163.4486231,22.22546508
1463,-163.4511127,23.71126251
1590,-163.4512909,21.8116803
1906,-163.4539963,23.61021688
2003,-163.4565966,23.12248247
2524,-163.4623519,23.05202307
1562,-163.4634529,16.98950349
1630,-163.4657579,20.64170809
2509,-163.468831,22.81802766
1566,-163.4721508,21.22935613
1822,-163.4738888,23.40957678
3549,-163.4760228,21.91963535
3448,-163.477431,24.5334705
1242,-163.4775217,22.8265308
2012,-163.479823,21.51756446
2009,-163.4802144,23.3100978
3928,-163.4805394,22.82729948
2335,-163.4815468,21.78494084
2514,-163.4818382,21.44491457
1482,-163.4818734,21.21015988
2485,-163.4829454,22.45225191
1587,-163.483268,23.45820484
1912,-163.486544,22.95267171
1712,-163.4886745,22.62576351
1597,-163.4893047,22.95195111
1447,-163.4897392,21.64394041
1513,-163.4919638,20.68604743
1403,-163.4929738,23.35859282
3864,-163.4930709,22.82729948
2032,-163.4950165,23.9032601
1689,-163.4953,16.26971406
2334,-163.4998975,22.77008431
1243,-163.5007752,22.30574956
1948,-163.5019787,21.90024656
3475,-163.5030468,23.30813096
1581,-163.5079785,22.64999311
1422,-163.5112434,23.08210504
1922,-163.5120075,23.23297286
3792,-163.512213,15.74460143
1322,-163.5129038,15.93325476
2419,-163.5152878,25.01999561
1465,-163.5176022,22.1127302
2330,-163.5178293,17.29871487
1882,-163.5183875,21.6782955
1423,-163.5195692,23.87229285
1827,-163.5202612,24.17013359
3544,-163.5205975,23.51194184
1533,-163.5223579,21.48152754
2359,-163.5246553,23.04783362
1852,-163.5249348,24.48965661
2508,-163.5264043,21.88157165
3485,-163.5274286,23.24997229
2365,-163.5276003,23.14209974
1736,-163.5284002,15.58663853
2406,-163.5291939,15.47803752
3452,-163.530042,24.47321819
1183,-163.5315251,22.88141821
3384,-163.5326275,24.5334705
1992,-163.5369305,15.4960842
1849,-163.5378905,23.39014543
3379,-163.5405373,23.6896238
2360,-163.5416348,23.40515819
2364,-163.5416883,25.18471591
3447,-163.5432673,23.4476489
1986,-163.5447664,23.81409465
3028,-163.5448012,16.31886118
1717,-163.5450063,22.45968466
1953,-163.5453067,22.97664279
3556,-163.5454766,23.726367
3858,-163.5457833,22.8620366
1452,-163.5461678,22.81873996
3865,-163.5462167,22.90365669
3568,-163.5464368,23.9032601
1443,-163.5498154,22.7831418
1448,-163.5500545,16.18265419
1901,-163.5506703,21.57209895
1468,-163.5512979,22.74413535
2768,-163.5517107,15.85299474
2143,-163.5526585,22.81802766
1943,-163.5526654,21.76327314
2403,-163.5532694,22.94108334
1523,-163.5539729,23.25094965
2460,-163.5541745,21.9730276
1910,-163.5543753,22.59524165
1567,-163.5544778,22.17869663
3479,-163.5549683,22.15136292
1944,-163.5550693,16.33484548
1650,-163.5552858,23.03289216
1596,-163.5567748,23.20715399
1696,-163.5568068,9.106423374
2457,-163.5580039,16.91413647
3859,-163.5588936,23.04688968
2518,-163.5592617,20.79634959
2348,-163.5592657,21.32305447
1969,-163.5600212,23.15897895
2840,-163.5611445,16.69316368
1453,-163.561146,22.29583151
3403,-163.56119,25.03407214
3025,-163.5614193,22.60368293
1246,-163.5626672,20.85375675
3446,-163.5636597,24.31671837
1916,-163.5648666,24.48965661
2382,-163.5658175,22.93215354
3569,-163.5659908,22.60384424
1131,-163.5671139,24.29783031
1990,-163.5673158,22.89076746
2344,-163.5689474,8.83657051
2484,-163.5690617,23.22435254
1592,-163.5693826,22.84649139
3732,-163.5699472,21.594027
3436,-163.5701302,25.27264542
1635,-163.5714867,23.0357799
3432,-163.571539,24.17092288
2429,-163.5738868,24.09927437
1591,-163.5744951,22.66443866
3666,-163.5768431,22.12354706
3602,-163.5782764,16.81263246
1926,-163.5801131,22.18653504
1831,-163.5802652,23.23324647
1487,-163.5828995,23.16003602
2339,-163.5830452,22.68233238
2418,-163.5839933,23.59158361
2315,-163.5856265,22.38338
2394,-163.5861834,16.49807581
2424,-163.5862454,23.40515819
1640,-163.5871941,15.92553495
2909,-163.5873182,22.48310126
3922,-163.5874479,23.68786074
3672,-163.5879811,22.75293029
3478,-163.5897699,22.29581146
2338,-163.5938525,15.97890213
3862,-163.5938542,24.00523889
1751,-163.5948871,21.45150501
1833,-163.5953359,23.01452858
1752,-163.5958198,16.34072601
1776,-163.5990356,23.11094732
3367,-163.5999116,23.38947542
2519,-163.6000119,23.29405928
1897,-163.6010669,22.13076814
1731,-163.6024936,22.74823635
1692,-163.6039136,21.93270306
1660,-163.6040715,23.20715399
1179,-163.6040774,21.77154755
3366,-163.6052073,22.56916507
1202,-163.6052364,22.78627909
1781,-163.6067323,22.00939353
3389,-163.6069317,24.37530902
1446,-163.6072454,16.73985154
3293,-163.6074584,24.18470462
1730,-163.6078383,21.24256135
3464,-163.6080352,24.01305264
3368,-163.6086303,24.17092288
3493,-163.608987,23.18457369
3443,-163.6107283,24.69830051
2319,-163.6109755,22.88241251
2355,-163.6113156,24.10506069
2525,-163.6121827,21.0308511
2834,-163.612215,23.74293058
3163,-163.6133543,23.83472034
3522,-163.6136845,23.71966139
2578,-163.6150501,16.84279066
2498,-163.61562,22.99178797
1846,-163.6164091,23.37487074
3362,-163.6165025,15.7801585
2195,-163.6177084,23.44294571
1928,-163.6188334,15.67785272
3673,-163.6196357,22.64119495
1247,-163.6210232,22.46888698
3283,-163.6218895,24.52562553
1847,-163.6227677,23.541599
3378,-163.6227979,22.91982539
3431,-163.624225,23.64708534
2354,-163.6247315,23.5193184
1187,-163.6253693,22.92480376
3612,-163.6254061,23.30206741
2408,-163.6267391,8.83657051
1193,-163.6268116,15.82734314
3463,-163.6270881,25.29881011
2205,-163.627261,21.60532868
1972,-163.6284817,22.92083983
1677,-163.628967,24.29783031
2643,-163.6297158,21.2499917
1209,-163.6302262,23.65690146
2402,-163.631246,16.05417313
3797,-163.6318608,23.85540845
2908,-163.6320858,23.64196224
1826,-163.6332243,23.80985465
1968,-163.6343109,22.7905994
2544,-163.6344484,23.11094732
1577,-163.6355104,15.82991591
2343,-163.636468,22.03823476
1639,-163.6381365,22.14266415
3553,-163.6405259,22.72128221
1907,-163.6406233,23.62785251
2439,-163.6413588,23.18886186
2480,-163.6414299,22.62576351
2383,-163.6416066,22.96725712
3343,-163.6418937,23.80367112
2258,-163.6422966,22.47972604
1761,-163.6423183,23.67683304
3923,-163.6431583,24.17334384
3676,-163.6431801,23.30206741
1891,-163.6434871,22.88830485
2412,-163.6440452,21.32305447
3426,-163.6444961,22.3473398
3863,-163.6449148,22.70966641
1580,-163.6456089,22.1609239
1212,-163.6463243,23.74885123
3388,-163.6463792,24.47321819
2961,-163.6467838,22.4664436
1610,-163.6469969,15.7180523
2705,-163.6483273,16.33923484
2342,-163.6497109,15.78457468
3492,-163.6507081,22.05474612
2579,-163.6513206,22.18863649
1644,-163.6517598,22.1609239
1651,-163.651776,24.25091714
3868,-163.6523441,23.05297988
3024,-163.6523466,15.74460143
3383,-163.6525165,24.15632242
1832,-163.6527486,15.68185649
1803,-163.6528668,25.34069537
1896,-163.6537575,15.68185649
1842,-163.6547378,23.6908446
3342,-163.6551348,25.31836123
3292,-163.656876,23.78409231
3509,-163.6570993,23.1452272
3218,-163.6572546,24.34019114
1741,-163.657657,22.78732409
3988,-163.658123,22.00184579
3926,-163.6583088,23.28272538
2588,-163.6597212,22.51900406
2481,-163.6602366,23.6824103
2434,-163.6606634,15.01130028
1190,-163.6606961,16.679324
2548,-163.66186,23.14713562
1673,-163.6622951,15.58080479
1571,-163.6625485,20.81752252
1666,-163.6629011,14.30851622
2379,-163.6629957,22.19850632
1802,-163.6633496,23.85296636
3442,-163.6633574,23.77653442
1276,-163.6641558,22.82851133
2413,-163.6647709,21.77667109
2104,-163.6652808,23.37910562
2642,-163.6654502,17.22997703
1993,-163.6655835,23.76917384
1146,-163.665774,23.28225438
1134,-163.6658829,22.6829187
3166,-163.6663213,24.3387347
1933,-163.6673751,23.07366856
1667,-163.6681404,23.06932847
2839,-163.6684985,24.27731761
2318,-163.6686635,23.42282859
3385,-163.6688352,23.06867082
2704,-163.6693339,15.35060114
2844,-163.6698682,23.64196224
2960,-163.6699046,15.61326297
1917,-163.6699147,21.42880899
3382,-163.6703562,24.230616
1670,-163.6712139,16.02753816
1186,-163.6720212,15.21306079
1203,-163.6723601,23.61421842
1777,-163.6723794,23.93236221
3608,-163.6728059,22.75293029
2423,-163.6728757,23.83979746
1997,-163.6749734,23.3621124
3433,-163.6750021,23.43422291
2456,-163.6757347,16.97839938
3338,-163.675736,24.19141658
2584,-163.6758819,16.36663182
4053,-163.676843,23.42282812
1250,-163.6773566,22.25339433
3572,-163.6774557,22.31125361
1147,-163.6776658,23.07366856
2904,-163.6792819,16.69316368
2646,-163.6796342,16.56147241
2504,-163.6808039,8.399548817
3505,-163.6817194,23.42680376
1611,-163.6820177,24.23687785
3406,-163.6822954,24.93466297
3449,-163.6826007,23.35075366
2838,-163.6840573,23.74830263
1973,-163.6846858,24.05650436
1697,-163.6847416,15.48427177
3677,-163.6850639,23.80332571
3167,-163.6856722,22.73886553
1614,-163.6867083,23.48022928
1716,-163.6871979,21.98863288
1207,-163.6909808,22.25866655
1270,-163.6910848,22.10319443
1740,-163.6911558,22.91049769
3533,-163.6915866,22.73886553
1927,-163.6917837,23.19916841
1135,-163.6922811,22.78732409
1713,-163.6934881,23.3130529
3528,-163.6941453,24.38044186
1575,-163.6942953,21.89827172
3796,-163.6951217,22.56715835
3526,-163.6954657,24.72010712
1586,-163.6963276,23.4556097
2435,-163.6971311,23.69354462
1837,-163.6978923,23.80803113
2903,-163.6979768,23.42661892
3339,-163.6987685,23.23926759
3504,-163.6988747,22.7905994
1890,-163.6990286,22.72828508
826,-163.6998155,24.34737022
3458,-163.7003473,23.61749476
1900,-163.7011241,22.67218947
1780,-163.7019935,22.32453553
1257,-163.702419,22.31974561
2902,-163.7026773,22.46758695
2259,-163.7027516,23.19037433
4049,-163.7030882,23.09766147
3453,-163.703164,23.59480589
3402,-163.7032635,23.72414437
3607,-163.7032904,22.16530637
3667,-163.7047864,23.77605143
3508,-163.7050473,22.65749297
1260,-163.7050769,21.92370132
2772,-163.7063526,16.71260121
1547,-163.7063873,23.54555962
3573,-163.7067126,22.86137873
1932,-163.7079672,21.94309886
3407,-163.7080786,23.58088119
1911,-163.7086126,23.56012462
2407,-163.7087496,20.81538193
1576,-163.7094356,15.92553495
1848,-163.7108515,22.95267171
3527,-163.7108995,23.86415989
2438,-163.7109296,14.99310554
3670,-163.710951,22.87205691
3488,-163.7112605,9.0651158
2409,-163.7113053,16.45982549
1261,-163.7113998,22.48197258
3282,-163.7118156,24.33289986
1163,-163.7118801,24.37391138
1192,-163.7121466,15.92607294
3929,-163.7128376,23.6985265
1806,-163.7138237,23.40862846
2905,-163.7143421,22.3536466
1226,-163.7155835,23.18664625
1206,-163.7158104,22.25399509
1764,-163.7163927,16.34531473
2499,-163.7172216,23.47894849
2845,-163.7173154,22.27476089
1923,-163.7183837,23.03996653
3523,-163.718426,25.25230643
3489,-163.7184675,22.43408453
2965,-163.7197395,22.14324813
3952,-163.7199345,22.99393975
1574,-163.721294,16.62659632
1870,-163.7213089,24.12885356
1871,-163.7218895,23.25711904
2021,-163.7227656,22.37369952
3606,-163.7231056,22.2318144
2264,-163.7242284,16.79524722
3224,-163.7246151,23.38685187
3469,-163.72618,23.83472034
2204,-163.7264947,23.10740857
3793,-163.7266258,23.2654466
2033,-163.7267221,22.48270543
1271,-163.7268463,22.85104334
3372,-163.7270319,25.27264542
3225,-163.7277257,22.60399798
2899,-163.7284064,23.26007483
2529,-163.7289741,22.11620192
1866,-163.7291647,22.11209255
4052,-163.7300573,21.78281852
3733,-163.7302627,23.20943702
1267,-163.7305292,23.81572348
1551,-163.7315557,22.92362316
2649,-163.7318321,16.35705487
2139,-163.7328976,22.47322096
1272,-163.7329708,23.62531112
1760,-163.7356638,9.342332154
1227,-163.737335,24.50875761
3985,-163.737543,24.36754945
2349,-163.738342,22.32869028
1641,-163.7390401,16.15170829
1843,-163.7396351,24.22023603
3459,-163.7396454,22.96534616
2583,-163.7397666,22.47925326
3984,-163.7410885,15.47900437
2422,-163.7416745,23.03561785
2265,-163.7418159,22.02904233
2017,-163.7419482,22.8887045
1867,-163.7436652,24.6894018
1671,-163.7437911,23.07208681
3552,-163.7443954,8.993965675
2835,-163.7451719,23.43721418
3427,-163.7453905,23.50491542
1654,-163.745873,22.19394959
3373,-163.7461218,23.892808
2841,-163.7464656,22.57389354
3222,-163.7466406,23.38782364
3609,-163.7470364,23.2496314
1645,-163.7472835,21.2187869
2769,-163.7476799,21.6739666
1256,-163.7493476,15.62724072
1167,-163.7493856,24.64804887
1957,-163.7496377,21.56555112
3465,-163.7506511,24.26779473
3462,-163.7508257,24.1739775
1546,-163.7523432,15.24919242
3363,-163.7534515,23.35227354
1615,-163.7535507,23.27237864
1853,-163.7541672,22.44052417
1956,-163.7544609,16.42309776
1266,-163.7546153,23.83530406
3287,-163.7553008,23.73724827
3529,-163.755424,24.3387347
2709,-163.7581592,17.06383726
2468,-163.7589113,9.427536706
1655,-163.7593481,22.23105672
2037,-163.7613103,22.29918738
1570,-163.7617602,9.177996511
3223,-163.762781,24.40749991
1550,-163.7628126,23.23369044
2545,-163.7629331,22.46432878
2314,-163.7629659,15.91618673
1251,-163.763483,23.03394508
2673,-163.7637675,23.87735952
2020,-163.7649602,16.38995939
3430,-163.7656041,23.62540696
1230,-163.7658719,23.46729057
2647,-163.7671118,22.14625764
3162,-163.7673804,24.26779473
1700,-163.7677197,16.22068202
1830,-163.7690014,24.16394111
1191,-163.7692072,21.7475068
1657,-163.7693899,23.18139222
1273,-163.7697397,24.07711473
995,-163.7708494,24.32879585
1002,-163.7718115,23.99821196
2528,-163.7730308,9.342332154
2532,-163.7737027,8.903982883
2889,-163.7745956,23.7705724
2822,-163.7752248,24.8408498
3437,-163.7752406,23.50745348
1836,-163.775288,22.67218947
2464,-163.7753636,9.106423374
1929,-163.7755538,23.28225438
3219,-163.7775489,23.94247545
3889,-163.7779368,23.01148079
1254,-163.779062,21.70932685
1996,-163.779389,22.70456454
2465,-163.779474,16.80441808
