259.02,-1990358.0
258.33,-1389660.0
258.78,-1918043.0
259.98,-1038278.0
259.57,-10104778.0
258.33,-1701540.0
257.98,-1019272.0
259.02,-2054300.0
259.02,-9113048.0
257.98,-644057.0
259.98,-3315372.0
259.98,-1253654.0
259.98,-3512556.0
259.98,-755372.0
259.98,-3808060.0
259.98,-2793324.0
259.98,-2228604.0
259.98,-2429228.0
259.98,-7224828.0
259.98,-755260.0
259.98,-2664908.0
259.98,-755260.0
259.98,-2751532.0
259.98,-863094.0
259.98,-2273036.0
259.98,-2357996.0
259.98,-746348.0
259.98,-863094.0
259.98,-2443132.0
259.98,-746572.0
259.98,-755260.0
259.98,-2211036.0
259.98,-583584.0
259.98,-1822012.0
259.57,-2598796.0
259.98,-615720.0
259.98,-765062.0
259.98,-1027074.0
259.98,-1625580.0
259.98,-427158.0
259.98,-765062.0
259.98,-521246.0
259.98,-528852.0
259.98,-730622.0
259.98,-1504396.0
259.98,-495025.0
259.98,-1522668.0
259.98,-1774518.0
259.98,-1588364.0
259.98,-452882.0
259.98,-1464316.0
259.98,-495025.0
259.98,-453071.0
259.98,-534862.0
259.98,-1241846.0
259.98,-487448.0
259.98,-459330.0
259.98,-442007.0
259.98,-571562.0
259.98,-462674.0
259.98,-535800.0
259.98,-1401699.0
259.98,-715414.0
259.98,-376498.0
259.98,-726265.0
259.98,-569177.0
259.98,-503657.0
259.98,-528420.0
259.98,-483990.0
259.98,-560534.0
259.98,-563051.0
259.98,-387990.0
259.98,-528321.0
259.98,-377648.0
259.98,-580303.0
259.98,-487415.0
259.98,-698348.0
259.98,-631710.0
259.98,-442296.0
259.98,-758648.0
259.98,-619977.0
259.98,-443369.0
259.98,-383398.0
259.98,-843113.0
259.98,-474206.0
259.98,-475620.0
259.98,-382833.0
259.98,-1123126.0
259.98,-705008.0
259.98,-525913.0
259.98,-377625.0
259.98,-618581.0
259.98,-555774.0
259.98,-544658.0
259.98,-524840.0
259.98,-439936.0
259.98,-654584.0
259.98,-562010.0
259.98,-660220.0
259.98,-703828.0
259.98,-475428.0
259.98,-560534.0
259.98,-738562.0
259.98,-474404.0
259.98,-333901.0
259.98,-439774.0
259.98,-560716.0
259.98,-538244.0
259.98,-655544.0
259.98,-802615.0
259.98,-370756.0
259.98,-479402.0
259.98,-547863.0
259.98,-560716.0
259.98,-1101238.0
259.98,-439576.0
259.98,-370739.0
259.98,-524944.0
259.98,-556261.0
259.57,-602193.0
259.98,-479402.0
259.98,-479402.0
259.98,-552181.0
259.98,-536389.0
259.98,-640022.0
259.98,-568079.0
259.98,-607961.0
259.98,-540839.0
259.98,-528432.0
259.98,-668945.0
259.98,-623018.0
259.98,-634096.0
259.98,-823676.0
259.98,-574461.0
259.98,-707469.0
259.98,-387421.0
259.98,-381685.0
259.98,-375889.0
259.98,-913446.0
259.98,-479402.0
259.98,-479402.0
259.98,-370705.0
259.98,-528432.0
257.98,-803654.0
259.98,-700601.0
259.98,-375909.0
259.98,-333901.0
259.98,-370756.0
259.98,-375929.0
259.98,-858935.0
259.98,-370756.0
259.98,-333901.0
259.98,-370705.0
259.98,-381685.0
259.98,-496168.0
259.98,-377071.0
257.28,-689160.0
259.98,-672523.0
259.57,-1739596.0
259.98,-536389.0
